Gene,Module
CNR1,c1_3
CNR1,c1_15
ARHGAP23,c1_85
ARHGAP23,c1_15
ARHGAP23,c1_3
PLEKHG5,c1_519
PLEKHG5,c1_174
PLEKHG5,c1_16
PLEKHG5,c1_881
PLEKHG5,c1_4
NR2F6,c1_4
NR2F6,c1_971
NR2F6,c1_186
NR2F6,c1_586
NR2F6,c1_17
AP3D1,c1_15
AP3D1,c1_768
AP3D1,c1_106
AP3D1,c1_366
AP3D1,c1_3
NXN,c1_68
NXN,c1_246
NXN,c1_10
NXN,c1_2
PEA15,c1_17
PEA15,c1_1040
PEA15,c1_188
PEA15,c1_614
PEA15,c1_4
TIMM17A,c1_1097
TIMM17A,c1_803
TIMM17A,c1_403
TIMM17A,c1_122
TIMM17A,c1_3
TIMM17A,c1_15
MAP3K5,c1_584
MAP3K5,c1_17
MAP3K5,c1_961
MAP3K5,c1_1147
MAP3K5,c1_4
MAP3K5,c1_186
HEATR5A,c1_3
HEATR5A,c1_15
HEATR5A,c1_105
HEATR5A,c1_361
GAPVD1,c1_163
GAPVD1,c1_3
GAPVD1,c1_15
ATP5MC2,c1_2
ATP5MC2,c1_8
ACTN2,c1_1005
ACTN2,c1_17
ACTN2,c1_187
ACTN2,c1_601
ACTN2,c1_4
SEPTIN6,c1_310
SEPTIN6,c1_92
SEPTIN6,c1_3
SEPTIN6,c1_15
FICD,c1_4
FICD,c1_961
FICD,c1_584
FICD,c1_17
FICD,c1_186
ARID1B,c1_3
ARID1B,c1_15
ARID1B,c1_95
ARID1B,c1_324
ID1,c1_11
ID1,c1_2
ID1,c1_255
ID1,c1_73
ADGRB2,c1_817
ADGRB2,c1_3
ADGRB2,c1_126
ADGRB2,c1_414
ADGRB2,c1_15
KLHL7,c1_4
KLHL7,c1_17
KLHL7,c1_184
KLHL7,c1_930
KLHL7,c1_555
SNAP91,c1_3
SNAP91,c1_86
SNAP91,c1_15
SLCO3A1,c1_999
SLCO3A1,c1_599
SLCO3A1,c1_17
SLCO3A1,c1_4
SLCO3A1,c1_1169
SLCO3A1,c1_187
SLCO3A1,c1_1182
RAB11FIP3,c1_254
RAB11FIP3,c1_663
RAB11FIP3,c1_2
RAB11FIP3,c1_11
RAB11FIP3,c1_72
NDUFA10L1,c1_3
NDUFA10L1,c1_15
NDUFA10L1,c1_86
PTMS,c1_15
PTMS,c1_3
PTMS,c1_127
SQLE,c1_16
SQLE,c1_4
SQLE,c1_175
HAUS3,c1_4
HAUS3,c1_184
HAUS3,c1_17
HAUS3,c1_549
KHDRBS2,c1_186
KHDRBS2,c1_968
KHDRBS2,c1_17
KHDRBS2,c1_4
KHDRBS2,c1_586
SLC4A11,c1_1007
SLC4A11,c1_187
SLC4A11,c1_4
SLC4A11,c1_17
SLC4A11,c1_601
ATE1,c1_3
ATE1,c1_121
ATE1,c1_15
CD99,c1_17
CD99,c1_4
CD99,c1_555
CD99,c1_184
CD99,c1_930
SELPLG,c1_15
SELPLG,c1_725
SELPLG,c1_90
SELPLG,c1_3
SELPLG,c1_308
SCAMP4,c1_184
SCAMP4,c1_17
SCAMP4,c1_4
SCAMP4,c1_557
VPS33A,c1_403
VPS33A,c1_122
VPS33A,c1_15
VPS33A,c1_803
VPS33A,c1_3
EGLN2,c1_4
EGLN2,c1_172
EGLN2,c1_16
EGLN2,c1_512
DOCK8,c1_80
DOCK8,c1_14
DOCK8,c1_3
DOCK8,c1_273
DACH1,c1_187
DACH1,c1_4
DACH1,c1_17
DACH1,c1_599
DACH1,c1_999
NHLRC2,c1_3
NHLRC2,c1_94
NHLRC2,c1_320
NHLRC2,c1_15
BEX3,c1_15
BEX3,c1_320
BEX3,c1_730
BEX3,c1_94
BEX3,c1_3
THEG,c1_515
THEG,c1_877
THEG,c1_173
THEG,c1_4
THEG,c1_16
RAI14,c1_2
RAI14,c1_64
RAI14,c1_9
PADI3,c1_373
PADI3,c1_3
PADI3,c1_15
PADI3,c1_108
HSPB6,c1_40
HSPB6,c1_2
HSPB6,c1_6
SVIP,c1_2
AABR07030901.1,c1_236
AABR07030901.1,c1_2
AABR07030901.1,c1_8
AABR07030901.1,c1_54
CDC40,c1_528
CDC40,c1_4
CDC40,c1_175
CDC40,c1_16
DDX3X,c1_562
DDX3X,c1_4
DDX3X,c1_184
DDX3X,c1_17
LOC691113,c1_168
LOC691113,c1_15
LOC691113,c1_3
RGD1304622,c1_1066
RGD1304622,c1_253
RGD1304622,c1_72
RGD1304622,c1_660
RGD1304622,c1_2
RGD1304622,c1_11
FAT1,c1_334
FAT1,c1_15
FAT1,c1_3
FAT1,c1_99
LZTS3,c1_3
LZTS3,c1_15
LZTS3,c1_101
MCFD2,c1_6
MCFD2,c1_2
TMED9,c1_405
TMED9,c1_3
TMED9,c1_124
TMED9,c1_15
KCNK15,c1_15
KCNK15,c1_3
KCNK15,c1_85
IKBIP,c1_6
IKBIP,c1_41
IKBIP,c1_2
IKBIP,c1_223
CBFA2T3,c1_17
CBFA2T3,c1_974
CBFA2T3,c1_4
CBFA2T3,c1_588
CBFA2T3,c1_186
TMEM63A,c1_261
TMEM63A,c1_3
TMEM63A,c1_79
TMEM63A,c1_1070
TMEM63A,c1_667
TMEM63A,c1_14
MTHFD1,c1_2
DHRS7,c1_582
DHRS7,c1_186
DHRS7,c1_1143
DHRS7,c1_959
DHRS7,c1_4
DHRS7,c1_17
ATP9B,c1_15
ATP9B,c1_115
ATP9B,c1_3
ATP9B,c1_393
GORASP1,c1_157
GORASP1,c1_15
GORASP1,c1_3
RAMP1,c1_17
RAMP1,c1_618
RAMP1,c1_188
RAMP1,c1_4
SEPTIN7,c1_3
SEPTIN7,c1_100
SEPTIN7,c1_15
SEPTIN7,c1_341
SSBP4,c1_4
SSBP4,c1_1043
SSBP4,c1_17
SSBP4,c1_188
SSBP4,c1_616
ISCA1,c1_15
ISCA1,c1_320
ISCA1,c1_730
ISCA1,c1_3
ISCA1,c1_94
ARHGDIA,c1_528
ARHGDIA,c1_16
ARHGDIA,c1_4
ARHGDIA,c1_175
DBI,c1_82
DBI,c1_14
DBI,c1_3
ZSWIM2,c1_4
ZSWIM2,c1_613
ZSWIM2,c1_188
ZSWIM2,c1_17
DDAH2,c1_14
DDAH2,c1_82
DDAH2,c1_3
OAS1A,c1_2
ERO1A,c1_555
ERO1A,c1_17
ERO1A,c1_184
ERO1A,c1_4
ERO1A,c1_930
5330417C22RIK,c1_5
5330417C22RIK,c1_196
5330417C22RIK,c1_630
5330417C22RIK,c1_21
IGSF1,c1_15
IGSF1,c1_3
IGSF1,c1_102
IGSF1,c1_351
IGSF1,c1_750
UACA,c1_65
UACA,c1_9
UACA,c1_2
TPR,c1_916
TPR,c1_184
TPR,c1_547
TPR,c1_17
TPR,c1_4
ZC3H11A,c1_18
ZC3H11A,c1_5
MYCBP,c1_2
MYCBP,c1_6
MYCBP,c1_40
MYCBP,c1_221
MYCBP,c1_636
PPP1R3C,c1_81
PPP1R3C,c1_3
PPP1R3C,c1_278
PPP1R3C,c1_14
AC105531.1,c1_3
AC105531.1,c1_350
AC105531.1,c1_102
AC105531.1,c1_15
ARHGEF15,c1_4
ARHGEF15,c1_188
ARHGEF15,c1_17
ARHGEF15,c1_1040
ARHGEF15,c1_614
UBE3A,c1_915
UBE3A,c1_17
UBE3A,c1_4
UBE3A,c1_184
UBE3A,c1_547
STAT3,c1_3
STAT3,c1_86
STAT3,c1_293
STAT3,c1_15
AABR07031533.1,c1_171
AABR07031533.1,c1_4
AABR07031533.1,c1_16
POLR2A,c1_3
POLR2A,c1_133
POLR2A,c1_15
SH3D19,c1_6
SH3D19,c1_40
SH3D19,c1_2
SH3D19,c1_636
SH3D19,c1_221
ST3GAL1,c1_888
ST3GAL1,c1_525
ST3GAL1,c1_4
ST3GAL1,c1_175
ST3GAL1,c1_16
RPL19,c1_417
RPL19,c1_15
RPL19,c1_127
RPL19,c1_3
ARHGAP5,c1_141
ARHGAP5,c1_15
ARHGAP5,c1_3
SYDE1,c1_2
SYDE1,c1_9
SYDE1,c1_64
KCNG2,c1_175
KCNG2,c1_16
KCNG2,c1_528
KCNG2,c1_4
RTP4,c1_2
SCHIP1,c1_712
SCHIP1,c1_3
SCHIP1,c1_298
SCHIP1,c1_87
SCHIP1,c1_15
VSIG10L,c1_391
VSIG10L,c1_15
VSIG10L,c1_3
VSIG10L,c1_115
UBL5,c1_103
UBL5,c1_15
UBL5,c1_3
FOSB,c1_179
FOSB,c1_537
FOSB,c1_16
FOSB,c1_4
CEP192,c1_32
CEP192,c1_5
CSRNP2,c1_668
CSRNP2,c1_3
CSRNP2,c1_79
CSRNP2,c1_261
CSRNP2,c1_14
GLB1L,c1_221
GLB1L,c1_40
GLB1L,c1_2
GLB1L,c1_6
GLB1L,c1_636
TRERF1,c1_4
TRERF1,c1_616
TRERF1,c1_17
TRERF1,c1_188
NAA80,c1_65
NAA80,c1_2
NAA80,c1_9
ATP5MG,c1_15
ATP5MG,c1_103
ATP5MG,c1_3
TRUB1,c1_1173
TRUB1,c1_606
TRUB1,c1_1015
TRUB1,c1_17
TRUB1,c1_4
TRUB1,c1_188
CCNI,c1_261
CCNI,c1_14
CCNI,c1_667
CCNI,c1_3
CCNI,c1_79
CCNI,c1_1070
NENF,c1_157
NENF,c1_15
NENF,c1_3
CCR5,c1_90
CCR5,c1_15
CCR5,c1_3
CCR5,c1_308
ACVR1,c1_171
ACVR1,c1_16
ACVR1,c1_4
ACVR1,c1_1118
ACVR1,c1_867
ACVR1,c1_502
FAM107B,c1_8
FAM107B,c1_2
MERTK,c1_14
MERTK,c1_81
MERTK,c1_3
MMP15,c1_273
MMP15,c1_14
MMP15,c1_3
MMP15,c1_679
MMP15,c1_80
SMPD3,c1_4
SMPD3,c1_1001
SMPD3,c1_599
SMPD3,c1_17
SMPD3,c1_187
CCDC85A,c1_369
CCDC85A,c1_773
CCDC85A,c1_15
CCDC85A,c1_107
CCDC85A,c1_3
PUF60,c1_3
PUF60,c1_129
PUF60,c1_15
CRMP1,c1_420
CRMP1,c1_3
CRMP1,c1_15
CRMP1,c1_128
SELENOT,c1_17
SELENOT,c1_927
SELENOT,c1_184
SELENOT,c1_554
SELENOT,c1_4
WDR48,c1_186
WDR48,c1_17
WDR48,c1_592
WDR48,c1_4
CYB5A,c1_15
CYB5A,c1_86
CYB5A,c1_291
CYB5A,c1_3
NRARP,c1_177
NRARP,c1_894
NRARP,c1_4
NRARP,c1_529
NRARP,c1_1127
NRARP,c1_16
SRSF2,c1_15
SRSF2,c1_101
SRSF2,c1_3
SRSF2,c1_346
DEAF1,c1_556
DEAF1,c1_4
DEAF1,c1_17
DEAF1,c1_933
DEAF1,c1_184
FBXW11,c1_17
FBXW11,c1_968
FBXW11,c1_586
FBXW11,c1_186
FBXW11,c1_4
IER5L,c1_2
IREB2,c1_17
IREB2,c1_547
IREB2,c1_184
IREB2,c1_4
BAG3,c1_82
BAG3,c1_3
BAG3,c1_14
CRTC2,c1_22
CRTC2,c1_198
CRTC2,c1_5
CRTC2,c1_632
DERA,c1_410
DERA,c1_125
DERA,c1_3
DERA,c1_15
MRPL20,c1_186
MRPL20,c1_17
MRPL20,c1_586
MRPL20,c1_971
MRPL20,c1_4
DST,c1_15
DST,c1_306
DST,c1_719
DST,c1_89
DST,c1_3
INTS10,c1_5
INTS10,c1_29
ATP2B4,c1_851
ATP2B4,c1_147
ATP2B4,c1_3
ATP2B4,c1_15
ATP2B4,c1_458
CCDC78,c1_8
CCDC78,c1_53
CCDC78,c1_233
CCDC78,c1_2
RHBDL3,c1_17
RHBDL3,c1_4
RHBDL3,c1_607
RHBDL3,c1_1017
RHBDL3,c1_188
MGAT4B,c1_4
MGAT4B,c1_589
MGAT4B,c1_17
MGAT4B,c1_186
SMIM3,c1_2
SMIM3,c1_10
ADHFE1,c1_3
ADHFE1,c1_279
ADHFE1,c1_81
ADHFE1,c1_14
PACS2,c1_3
PACS2,c1_79
PACS2,c1_262
PACS2,c1_14
SGPP2,c1_114
SGPP2,c1_15
SGPP2,c1_389
SGPP2,c1_3
BPNT1,c1_2
BPNT1,c1_6
B3GALNT1,c1_11
B3GALNT1,c1_73
B3GALNT1,c1_2
B3GALNT1,c1_255
SLIT2,c1_3
SLIT2,c1_15
SLIT2,c1_142
SLIT2,c1_840
SLIT2,c1_448
MST1R,c1_171
MST1R,c1_4
MST1R,c1_504
MST1R,c1_16
AGT,c1_81
AGT,c1_3
AGT,c1_279
AGT,c1_688
AGT,c1_14
PIK3C2B,c1_4
PIK3C2B,c1_17
PIK3C2B,c1_589
PIK3C2B,c1_186
RGD1559441,c1_4
RGD1559441,c1_171
RGD1559441,c1_16
RGD1559441,c1_867
RGD1559441,c1_502
LIMS2,c1_15
LIMS2,c1_3
LIMS2,c1_308
LIMS2,c1_90
ZZEF1,c1_15
ZZEF1,c1_1102
ZZEF1,c1_824
ZZEF1,c1_425
ZZEF1,c1_3
ZZEF1,c1_130
TLN2,c1_89
TLN2,c1_307
TLN2,c1_3
TLN2,c1_15
RHOU,c1_15
RHOU,c1_85
RHOU,c1_3
SLC4A10,c1_762
SLC4A10,c1_105
SLC4A10,c1_3
SLC4A10,c1_15
SLC4A10,c1_363
AABR07051518.1,c1_108
AABR07051518.1,c1_15
AABR07051518.1,c1_373
AABR07051518.1,c1_3
NACAD,c1_3
NACAD,c1_14
NACAD,c1_79
NACAD,c1_262
RPL15,c1_184
RPL15,c1_546
RPL15,c1_17
RPL15,c1_911
RPL15,c1_4
TRNT1,c1_921
TRNT1,c1_4
TRNT1,c1_184
TRNT1,c1_1129
TRNT1,c1_17
TRNT1,c1_550
RPS6KC1,c1_4
RPS6KC1,c1_171
RPS6KC1,c1_867
RPS6KC1,c1_502
RPS6KC1,c1_16
CSNK1D,c1_572
CSNK1D,c1_4
CSNK1D,c1_184
CSNK1D,c1_17
AABR07014974.1,c1_474
AABR07014974.1,c1_15
AABR07014974.1,c1_3
AABR07014974.1,c1_153
STX6,c1_15
STX6,c1_125
STX6,c1_3
STX6,c1_413
SBDS,c1_14
SBDS,c1_79
SBDS,c1_262
SBDS,c1_3
EEF1E1,c1_592
EEF1E1,c1_4
EEF1E1,c1_17
EEF1E1,c1_186
ID3,c1_436
ID3,c1_138
ID3,c1_3
ID3,c1_15
WFS1,c1_17
WFS1,c1_4
WFS1,c1_606
WFS1,c1_1173
WFS1,c1_188
WFS1,c1_1015
CENPJ,c1_3
CENPJ,c1_852
CENPJ,c1_15
CENPJ,c1_149
CENPJ,c1_463
PPARA,c1_17
PPARA,c1_608
PPARA,c1_1022
PPARA,c1_4
PPARA,c1_188
AABR07046707.1,c1_3
AABR07046707.1,c1_367
AABR07046707.1,c1_771
AABR07046707.1,c1_15
AABR07046707.1,c1_106
ATP5MF,c1_15
ATP5MF,c1_474
ATP5MF,c1_3
ATP5MF,c1_153
HECTD2,c1_177
HECTD2,c1_16
HECTD2,c1_4
HECTD2,c1_530
SCAMP2,c1_2
SERP2,c1_591
SERP2,c1_17
SERP2,c1_1161
SERP2,c1_4
SERP2,c1_985
SERP2,c1_186
SF3B1,c1_23
SF3B1,c1_5
DCAF1,c1_184
DCAF1,c1_17
DCAF1,c1_4
DCAF1,c1_558
FKBP9,c1_2
FKBP9,c1_64
FKBP9,c1_9
ARMC4,c1_8
ARMC4,c1_2
AABR07035787.1,c1_5
AABR07035787.1,c1_192
AABR07035787.1,c1_20
PLA2G4B,c1_198
PLA2G4B,c1_5
PLA2G4B,c1_22
PLA2G4B,c1_632
PRR12,c1_4
PRR12,c1_186
PRR12,c1_589
PRR12,c1_17
SH3GL3,c1_188
SH3GL3,c1_17
SH3GL3,c1_4
SH3GL3,c1_617
SPINDOC,c1_181
SPINDOC,c1_16
SPINDOC,c1_539
SPINDOC,c1_4
GPAT4,c1_403
GPAT4,c1_803
GPAT4,c1_122
GPAT4,c1_15
GPAT4,c1_3
ZFP667,c1_186
ZFP667,c1_586
ZFP667,c1_968
ZFP667,c1_4
ZFP667,c1_17
DRC7,c1_234
DRC7,c1_651
DRC7,c1_8
DRC7,c1_2
DRC7,c1_53
ENHO,c1_275
ENHO,c1_3
ENHO,c1_81
ENHO,c1_14
CDCA7L,c1_2
CDCA7L,c1_8
SPACA6,c1_22
SPACA6,c1_5
SPACA6,c1_633
SPACA6,c1_198
RBM27,c1_3
RBM27,c1_93
RBM27,c1_15
RBM27,c1_317
FOXO3,c1_4
FOXO3,c1_950
FOXO3,c1_17
FOXO3,c1_184
FOXO3,c1_569
TTC19,c1_452
TTC19,c1_15
TTC19,c1_144
TTC19,c1_3
CTNND2,c1_16
CTNND2,c1_4
CTNND2,c1_174
CTNND2,c1_519
MGLL,c1_4
MGLL,c1_961
MGLL,c1_17
MGLL,c1_186
MGLL,c1_584
MGLL,c1_1147
RRP1B,c1_2
RRP1B,c1_10
C1GALT1,c1_4
C1GALT1,c1_16
C1GALT1,c1_182
VPS37B,c1_3
VPS37B,c1_91
VPS37B,c1_15
AABR07058519.1,c1_2
NRXN2,c1_186
NRXN2,c1_582
NRXN2,c1_4
NRXN2,c1_959
NRXN2,c1_17
RGD1307443,c1_3
RGD1307443,c1_15
RGD1307443,c1_350
RGD1307443,c1_102
RGD1307443,c1_749
GOT1,c1_373
GOT1,c1_15
GOT1,c1_108
GOT1,c1_3
CNOT7,c1_4
CNOT7,c1_184
CNOT7,c1_1129
CNOT7,c1_921
CNOT7,c1_550
CNOT7,c1_17
LOC498154,c1_188
LOC498154,c1_4
LOC498154,c1_612
LOC498154,c1_17
FANCD2,c1_1119
FANCD2,c1_502
FANCD2,c1_16
FANCD2,c1_4
FANCD2,c1_867
FANCD2,c1_171
SMPD1,c1_40
SMPD1,c1_6
SMPD1,c1_221
SMPD1,c1_2
TRAF3,c1_15
TRAF3,c1_3
TRAF3,c1_162
TRAF3,c1_488
AURKAIP1,c1_107
AURKAIP1,c1_3
AURKAIP1,c1_371
AURKAIP1,c1_15
NCOA6,c1_14
NCOA6,c1_3
NCOA6,c1_80
ZEB2,c1_3
ZEB2,c1_15
ZEB2,c1_113
TBC1D22B,c1_830
TBC1D22B,c1_3
TBC1D22B,c1_135
TBC1D22B,c1_431
TBC1D22B,c1_15
PLAC9,c1_108
PLAC9,c1_15
PLAC9,c1_374
PLAC9,c1_3
WDR11,c1_4
WDR11,c1_17
WDR11,c1_184
WDR11,c1_555
SNX18,c1_2
EEF1G,c1_4
EEF1G,c1_184
EEF1G,c1_17
SDC4,c1_2
UBR1,c1_3
UBR1,c1_306
UBR1,c1_15
UBR1,c1_89
ATP5IF1,c1_4
ATP5IF1,c1_17
ATP5IF1,c1_184
ATP5IF1,c1_574
TTYH2,c1_79
TTYH2,c1_3
TTYH2,c1_14
TTYH2,c1_667
TTYH2,c1_1070
TTYH2,c1_261
CCN3,c1_16
CCN3,c1_172
CCN3,c1_510
CCN3,c1_4
YBX2,c1_4
YBX2,c1_17
YBX2,c1_586
YBX2,c1_186
TBC1D2B,c1_4
TBC1D2B,c1_175
TBC1D2B,c1_16
TBC1D2B,c1_526
AAMP,c1_16
AAMP,c1_4
AAMP,c1_181
SGK3,c1_2
SGK3,c1_63
SGK3,c1_9
SGK3,c1_242
RAB26,c1_16
RAB26,c1_4
RAB26,c1_883
RAB26,c1_519
RAB26,c1_174
GALNT13,c1_4
GALNT13,c1_621
GALNT13,c1_188
GALNT13,c1_17
REXO1,c1_20
REXO1,c1_5
XKR8,c1_525
XKR8,c1_4
XKR8,c1_16
XKR8,c1_175
AABR07026997.1,c1_2
DLGAP2,c1_130
DLGAP2,c1_3
DLGAP2,c1_425
DLGAP2,c1_1102
DLGAP2,c1_15
DLGAP2,c1_824
PRPF4B,c1_3
PRPF4B,c1_15
PRPF4B,c1_131
CTNNBL1,c1_6
CTNNBL1,c1_221
CTNNBL1,c1_636
CTNNBL1,c1_2
CTNNBL1,c1_40
AABR07027258.1,c1_15
AABR07027258.1,c1_3
AABR07027258.1,c1_95
PTGS2,c1_15
PTGS2,c1_110
PTGS2,c1_3
TPCN1,c1_181
TPCN1,c1_16
TPCN1,c1_540
TPCN1,c1_4
AP3M2,c1_3
AP3M2,c1_15
AP3M2,c1_123
NLRC5,c1_2
NLRC5,c1_6
NLRC5,c1_221
NLRC5,c1_40
KCNJ10,c1_14
KCNJ10,c1_81
KCNJ10,c1_684
KCNJ10,c1_276
KCNJ10,c1_3
DHRS11,c1_2
DHRS11,c1_54
DHRS11,c1_8
DHRS11,c1_237
THRB,c1_123
THRB,c1_15
THRB,c1_3
IQCA,c1_2
IQCA,c1_8
TOGARAM1,c1_184
TOGARAM1,c1_547
TOGARAM1,c1_916
TOGARAM1,c1_17
TOGARAM1,c1_4
SYTL4,c1_956
SYTL4,c1_582
SYTL4,c1_4
SYTL4,c1_186
SYTL4,c1_17
USP5,c1_3
USP5,c1_15
USP5,c1_128
USP5,c1_420
TUB,c1_181
TUB,c1_16
TUB,c1_4
TUB,c1_539
ABCA5,c1_17
ABCA5,c1_184
ABCA5,c1_915
ABCA5,c1_4
ABCA5,c1_547
VAPA,c1_3
VAPA,c1_344
VAPA,c1_100
VAPA,c1_15
SMARCAD1,c1_131
SMARCAD1,c1_3
SMARCAD1,c1_15
DNAAF4,c1_8
DNAAF4,c1_2
TEC,c1_6
TEC,c1_232
TEC,c1_45
TEC,c1_2
RGD1309651,c1_10
RGD1309651,c1_68
RGD1309651,c1_2
MAATS1,c1_6
MAATS1,c1_2
ECH1,c1_2
SLC39A10,c1_3
SLC39A10,c1_84
SLC39A10,c1_15
SLC39A10,c1_288
KLHL5,c1_278
KLHL5,c1_3
KLHL5,c1_14
KLHL5,c1_81
PLCL2,c1_829
PLCL2,c1_1104
PLCL2,c1_15
PLCL2,c1_135
PLCL2,c1_3
PLCL2,c1_431
PCIF1,c1_186
PCIF1,c1_17
PCIF1,c1_597
PCIF1,c1_4
TRIM47,c1_1086
TRIM47,c1_3
TRIM47,c1_698
TRIM47,c1_83
TRIM47,c1_14
TRIM47,c1_287
ACSL6,c1_14
ACSL6,c1_282
ACSL6,c1_3
ACSL6,c1_81
PCDHGC3,c1_277
PCDHGC3,c1_14
PCDHGC3,c1_81
PCDHGC3,c1_3
WASF3,c1_502
WASF3,c1_171
WASF3,c1_4
WASF3,c1_16
EFCC1,c1_3
EFCC1,c1_670
EFCC1,c1_14
EFCC1,c1_262
EFCC1,c1_79
PLEKHG3,c1_261
PLEKHG3,c1_3
PLEKHG3,c1_79
PLEKHG3,c1_14
RGD1562136,c1_593
RGD1562136,c1_186
RGD1562136,c1_17
RGD1562136,c1_4
ITPR3,c1_548
ITPR3,c1_918
ITPR3,c1_4
ITPR3,c1_17
ITPR3,c1_184
ERAP1,c1_2
ERAP1,c1_9
ERAP1,c1_64
EPHA3,c1_4
EPHA3,c1_16
EPHA3,c1_171
EPHA3,c1_505
NINJ2,c1_1070
NINJ2,c1_3
NINJ2,c1_14
NINJ2,c1_79
NINJ2,c1_261
NINJ2,c1_667
PBX2,c1_4
PBX2,c1_17
PBX2,c1_186
PBX2,c1_596
NEDD1,c1_660
NEDD1,c1_72
NEDD1,c1_1066
NEDD1,c1_2
NEDD1,c1_11
NEDD1,c1_253
AABR07071765.1,c1_3
AABR07071765.1,c1_15
AABR07071765.1,c1_729
AABR07071765.1,c1_92
AABR07071765.1,c1_310
OPA1,c1_291
OPA1,c1_86
OPA1,c1_3
OPA1,c1_15
PRR7,c1_616
PRR7,c1_1043
PRR7,c1_17
PRR7,c1_188
PRR7,c1_4
RAP1GAP2,c1_519
RAP1GAP2,c1_16
RAP1GAP2,c1_4
RAP1GAP2,c1_174
RAP1GAP2,c1_881
CSTF2,c1_18
CSTF2,c1_5
DLG5,c1_612
DLG5,c1_17
DLG5,c1_188
DLG5,c1_1175
DLG5,c1_1036
DLG5,c1_4
SEL1L3,c1_17
SEL1L3,c1_606
SEL1L3,c1_188
SEL1L3,c1_1015
SEL1L3,c1_4
KDM5A,c1_6
KDM5A,c1_51
KDM5A,c1_2
NAE1,c1_4
NAE1,c1_932
NAE1,c1_17
NAE1,c1_556
NAE1,c1_184
FAM227A,c1_3
FAM227A,c1_404
FAM227A,c1_808
FAM227A,c1_15
FAM227A,c1_122
SCP2,c1_957
SCP2,c1_4
SCP2,c1_186
SCP2,c1_17
SCP2,c1_582
LMAN1L,c1_171
LMAN1L,c1_502
LMAN1L,c1_4
LMAN1L,c1_867
LMAN1L,c1_1118
LMAN1L,c1_16
ANO4,c1_186
ANO4,c1_4
ANO4,c1_17
ANO4,c1_587
NPC1L1,c1_4
NPC1L1,c1_17
NPC1L1,c1_188
NPC1L1,c1_612
NPC1L1,c1_1036
LRRTM3,c1_930
LRRTM3,c1_555
LRRTM3,c1_17
LRRTM3,c1_4
LRRTM3,c1_184
ALPL,c1_2
ALPL,c1_8
RAB36,c1_5
SLC28A2,c1_471
SLC28A2,c1_152
SLC28A2,c1_3
SLC28A2,c1_15
WFDC2,c1_175
WFDC2,c1_4
WFDC2,c1_16
WFDC2,c1_528
CLEC16A,c1_86
CLEC16A,c1_3
CLEC16A,c1_15
CLEC16A,c1_292
CLEC16A,c1_704
PRUNE2,c1_754
PRUNE2,c1_103
PRUNE2,c1_15
PRUNE2,c1_355
PRUNE2,c1_3
PRKCD,c1_521
PRKCD,c1_174
PRKCD,c1_16
PRKCD,c1_4
ZFP281,c1_3
ZFP281,c1_89
ZFP281,c1_307
ZFP281,c1_15
RGD1560883,c1_15
RGD1560883,c1_363
RGD1560883,c1_764
RGD1560883,c1_105
RGD1560883,c1_3
GFOD1,c1_103
GFOD1,c1_15
GFOD1,c1_3
GFOD1,c1_752
GFOD1,c1_354
MYH14,c1_1066
MYH14,c1_72
MYH14,c1_2
MYH14,c1_253
MYH14,c1_660
MYH14,c1_11
SPATS2L,c1_3
SPATS2L,c1_412
SPATS2L,c1_125
SPATS2L,c1_15
B4GALT2,c1_408
B4GALT2,c1_124
B4GALT2,c1_3
B4GALT2,c1_15
DUS3L,c1_15
DUS3L,c1_100
DUS3L,c1_340
DUS3L,c1_3
PPP6R2,c1_927
PPP6R2,c1_184
PPP6R2,c1_17
PPP6R2,c1_4
PPP6R2,c1_554
CRTAPL1,c1_63
CRTAPL1,c1_2
CRTAPL1,c1_242
CRTAPL1,c1_9
CHM,c1_547
CHM,c1_17
CHM,c1_184
CHM,c1_917
CHM,c1_4
SRSF12,c1_572
SRSF12,c1_184
SRSF12,c1_17
SRSF12,c1_4
SMAD5,c1_3
SMAD5,c1_368
SMAD5,c1_106
SMAD5,c1_15
PDZD4,c1_855
PDZD4,c1_3
PDZD4,c1_15
PDZD4,c1_464
PDZD4,c1_149
SERINC3,c1_15
SERINC3,c1_341
SERINC3,c1_100
SERINC3,c1_3
DDR2,c1_580
DDR2,c1_954
DDR2,c1_186
DDR2,c1_17
DDR2,c1_4
TIPINL1,c1_76
TIPINL1,c1_13
TIPINL1,c1_2
AKR1C19,c1_660
AKR1C19,c1_11
AKR1C19,c1_72
AKR1C19,c1_253
AKR1C19,c1_2
AKR1C19,c1_1066
DLL1,c1_291
DLL1,c1_15
DLL1,c1_3
DLL1,c1_86
SLC35A5,c1_512
SLC35A5,c1_16
SLC35A5,c1_4
SLC35A5,c1_172
SLC35A5,c1_873
CACNA1C,c1_119
CACNA1C,c1_399
CACNA1C,c1_3
CACNA1C,c1_15
WIPF3,c1_15
WIPF3,c1_335
WIPF3,c1_99
WIPF3,c1_3
RUNDC1,c1_505
RUNDC1,c1_171
RUNDC1,c1_4
RUNDC1,c1_16
NRP1,c1_175
NRP1,c1_4
NRP1,c1_528
NRP1,c1_16
MARS1,c1_184
MARS1,c1_17
MARS1,c1_554
MARS1,c1_4
SGSM3,c1_42
SGSM3,c1_2
SGSM3,c1_6
VPS4B,c1_944
VPS4B,c1_4
