Gene,Module
ITM2A,c1_135
TFCP2,c1_15
TFCP2,c1_84
TFCP2,c1_3
ODAPH,c1_17
ODAPH,c1_1020
ODAPH,c1_608
ODAPH,c1_4
ODAPH,c1_188
ELAC2,c1_3
ELAC2,c1_102
ELAC2,c1_15
ELAC2,c1_349
SKA2,c1_2
SKA2,c1_6
TIAM2,c1_2
TIAM2,c1_9
ABHD18,c1_4
ABHD18,c1_16
ABHD18,c1_182
PDGFA,c1_15
PDGFA,c1_157
PDGFA,c1_3
AC128960.1,c1_3
AC128960.1,c1_15
AC128960.1,c1_107
SLC6A13,c1_3
SLC6A13,c1_15
SLC6A13,c1_121
ZPBP,c1_16
ZPBP,c1_519
ZPBP,c1_174
ZPBP,c1_4
ZPBP,c1_881
KLHL4,c1_86
KLHL4,c1_15
KLHL4,c1_3
KLHL4,c1_293
FGR,c1_932
FGR,c1_184
FGR,c1_17
FGR,c1_556
FGR,c1_4
CDC23,c1_5
CDC23,c1_634
CDC23,c1_208
CDC23,c1_26
KCTD10,c1_15
KCTD10,c1_146
KCTD10,c1_456
KCTD10,c1_3
RGD1305014,c1_3
RGD1305014,c1_14
RGD1305014,c1_82
ABCC9,c1_660
ABCC9,c1_11
ABCC9,c1_1066
ABCC9,c1_253
ABCC9,c1_2
ABCC9,c1_72
LRRC42,c1_2
SPAST,c1_184
SPAST,c1_17
SPAST,c1_918
SPAST,c1_548
SPAST,c1_4
DNAJC12,c1_17
DNAJC12,c1_4
DNAJC12,c1_186
DNAJC12,c1_587
ROGDI,c1_4
ROGDI,c1_17
ROGDI,c1_188
ROGDI,c1_608
GOLGA5,c1_159
GOLGA5,c1_3
GOLGA5,c1_15
GOLGA5,c1_482
GNPTAB,c1_4
GNPTAB,c1_186
GNPTAB,c1_961
GNPTAB,c1_17
GNPTAB,c1_584
PDGFC,c1_606
PDGFC,c1_17
PDGFC,c1_4
PDGFC,c1_1015
PDGFC,c1_188
IGIP,c1_184
IGIP,c1_4
IGIP,c1_545
IGIP,c1_17
NTN5,c1_4
NTN5,c1_16
NTN5,c1_175
LRRC40,c1_131
LRRC40,c1_15
LRRC40,c1_3
TP53INP1,c1_468
TP53INP1,c1_150
TP53INP1,c1_3
TP53INP1,c1_15
LRRC57,c1_174
LRRC57,c1_883
LRRC57,c1_519
LRRC57,c1_16
LRRC57,c1_4
RPA3,c1_4
RPA3,c1_17
RPA3,c1_186
RPA3,c1_582
RPA3,c1_959
NFKB1,c1_684
NFKB1,c1_81
NFKB1,c1_276
NFKB1,c1_3
NFKB1,c1_14
PCBP2,c1_14
PCBP2,c1_81
PCBP2,c1_3
PCBP2,c1_279
SMG9,c1_1133
SMG9,c1_17
SMG9,c1_940
SMG9,c1_4
SMG9,c1_184
SMG9,c1_559
GGPS1,c1_175
GGPS1,c1_4
GGPS1,c1_16
LRRC8D,c1_17
LRRC8D,c1_187
LRRC8D,c1_1007
LRRC8D,c1_4
LRRC8D,c1_601
DTWD1,c1_4
DTWD1,c1_519
DTWD1,c1_881
DTWD1,c1_16
DTWD1,c1_174
COLEC11,c1_3
COLEC11,c1_15
COLEC11,c1_291
COLEC11,c1_86
DAPP1,c1_15
DAPP1,c1_352
DAPP1,c1_3
DAPP1,c1_102
ITM2C,c1_4
ITM2C,c1_17
ITM2C,c1_188
ITM2C,c1_613
YBEY,c1_8
YBEY,c1_2
YBEY,c1_236
YBEY,c1_54
CIAO2A,c1_717
CIAO2A,c1_3
CIAO2A,c1_89
CIAO2A,c1_15
CIAO2A,c1_305
SIN3A,c1_17
SIN3A,c1_1005
SIN3A,c1_187
SIN3A,c1_4
SIN3A,c1_601
XRCC5,c1_30
XRCC5,c1_5
DAPK3,c1_15
DAPK3,c1_142
DAPK3,c1_447
DAPK3,c1_3
NIP7,c1_454
NIP7,c1_3
NIP7,c1_15
NIP7,c1_145
LGR6,c1_187
LGR6,c1_994
LGR6,c1_4
LGR6,c1_598
LGR6,c1_17
XRCC4,c1_2
XRCC4,c1_255
XRCC4,c1_11
XRCC4,c1_73
PARL,c1_15
PARL,c1_167
PARL,c1_3
SLC30A9,c1_229
SLC30A9,c1_42
SLC30A9,c1_2
SLC30A9,c1_6
ANP32A,c1_607
ANP32A,c1_1017
ANP32A,c1_188
ANP32A,c1_17
ANP32A,c1_4
RELB,c1_3
RELB,c1_125
RELB,c1_15
RELB,c1_413
PFPL,c1_189
PFPL,c1_19
PFPL,c1_5
CLEC14A,c1_2
MRPS35,c1_17
MRPS35,c1_187
MRPS35,c1_4
CARD19,c1_15
CARD19,c1_3
CARD19,c1_89
CARD19,c1_307
PRDX2,c1_982
PRDX2,c1_590
PRDX2,c1_1157
PRDX2,c1_186
PRDX2,c1_4
PRDX2,c1_17
KIN,c1_1160
KIN,c1_984
KIN,c1_4
KIN,c1_591
KIN,c1_17
KIN,c1_186
TXNDC11,c1_17
TXNDC11,c1_188
TXNDC11,c1_612
TXNDC11,c1_4
CD180,c1_15
CD180,c1_90
CD180,c1_3
IRS1,c1_2
IRS1,c1_8
IRS1,c1_54
NEURL2,c1_107
NEURL2,c1_3
NEURL2,c1_15
NEURL2,c1_369
SPINT3,c1_168
SPINT3,c1_3
SPINT3,c1_15
PCGF6,c1_3
PCGF6,c1_15
PCGF6,c1_486
PCGF6,c1_161
DMWD,c1_11
DMWD,c1_2
DMWD,c1_253
DMWD,c1_72
SPHK2,c1_166
SPHK2,c1_15
SPHK2,c1_3
FNDC7,c1_14
FNDC7,c1_3
FNDC7,c1_676
FNDC7,c1_79
FNDC7,c1_266
DDX23,c1_4
DDX23,c1_921
DDX23,c1_17
DDX23,c1_550
DDX23,c1_184
CEBPB,c1_4
CEBPB,c1_16
CEBPB,c1_867
CEBPB,c1_1118
CEBPB,c1_171
CEBPB,c1_502
CARD9,c1_15
CARD9,c1_100
CARD9,c1_340
CARD9,c1_3
SOCS3,c1_171
SOCS3,c1_867
SOCS3,c1_16
SOCS3,c1_4
SOCS3,c1_502
SCRT2,c1_125
SCRT2,c1_15
SCRT2,c1_3
SCRT2,c1_411
TMEM109,c1_354
TMEM109,c1_3
TMEM109,c1_103
TMEM109,c1_15
PWP1,c1_611
PWP1,c1_1030
PWP1,c1_4
PWP1,c1_17
PWP1,c1_188
HNRNPA1,c1_586
HNRNPA1,c1_967
HNRNPA1,c1_17
HNRNPA1,c1_186
HNRNPA1,c1_4
HSD17B12,c1_261
HSD17B12,c1_1070
HSD17B12,c1_14
HSD17B12,c1_667
HSD17B12,c1_3
HSD17B12,c1_79
SLC31A2,c1_817
SLC31A2,c1_15
SLC31A2,c1_3
SLC31A2,c1_414
SLC31A2,c1_126
AC126572.1,c1_17
AC126572.1,c1_186
AC126572.1,c1_589
AC126572.1,c1_4
TIGD2,c1_15
TIGD2,c1_142
TIGD2,c1_3
TIGD2,c1_448
MROH8,c1_4
MROH8,c1_16
MROH8,c1_173
MROH8,c1_517
RGD1561590,c1_166
RGD1561590,c1_15
RGD1561590,c1_3
SAMD15,c1_14
SAMD15,c1_670
SAMD15,c1_3
SAMD15,c1_262
SAMD15,c1_79
SLC10A5,c1_15
SLC10A5,c1_157
SLC10A5,c1_3
HSPA2,c1_5
HSPA2,c1_30
SUSD4,c1_6
SUSD4,c1_2
SUSD4,c1_51
TMEM11,c1_174
TMEM11,c1_519
TMEM11,c1_4
TMEM11,c1_16
GPRIN2,c1_3
GPRIN2,c1_15
GPRIN2,c1_123
RNF19A,c1_16
RNF19A,c1_522
RNF19A,c1_4
RNF19A,c1_174
EMCN,c1_69
EMCN,c1_2
EMCN,c1_10
PRX,c1_79
PRX,c1_1076
PRX,c1_3
PRX,c1_14
PRX,c1_676
PRX,c1_266
ZFP444,c1_3
ZFP444,c1_375
ZFP444,c1_110
ZFP444,c1_15
ATAT1,c1_417
ATAT1,c1_3
ATAT1,c1_127
ATAT1,c1_15
RAPSN,c1_6
RAPSN,c1_2
RAPSN,c1_40
CCER2,c1_17
CCER2,c1_4
CCER2,c1_586
CCER2,c1_968
CCER2,c1_186
SDR9C7,c1_14
SDR9C7,c1_81
SDR9C7,c1_279
SDR9C7,c1_3
PRDM1,c1_2
PRDM1,c1_54
PRDM1,c1_8
PRDM1,c1_237
PCDHGA11,c1_186
PCDHGA11,c1_586
PCDHGA11,c1_17
PCDHGA11,c1_4
PCDHGA11,c1_969
CEP112,c1_11
CEP112,c1_2
LOC308990,c1_9
LOC308990,c1_64
LOC308990,c1_2
SPATA9,c1_559
SPATA9,c1_4
SPATA9,c1_17
SPATA9,c1_1133
SPATA9,c1_184
SPATA9,c1_940
LOC100360380,c1_25
LOC100360380,c1_5
FDXR,c1_40
FDXR,c1_6
FDXR,c1_2
FDXR,c1_221
FDXR,c1_637
ITGA5,c1_107
ITGA5,c1_773
ITGA5,c1_369
ITGA5,c1_15
ITGA5,c1_3
RPP30,c1_184
RPP30,c1_4
RPP30,c1_17
ZBTB8B,c1_187
ZBTB8B,c1_1001
ZBTB8B,c1_599
ZBTB8B,c1_4
ZBTB8B,c1_17
ANKDD1B,c1_81
ANKDD1B,c1_3
ANKDD1B,c1_281
ANKDD1B,c1_14
MAVS,c1_135
MAVS,c1_3
MAVS,c1_15
EMC3,c1_6
EMC3,c1_2
WWC1,c1_7
WWC1,c1_2
PIGL,c1_15
PIGL,c1_101
PIGL,c1_346
PIGL,c1_3
ACP2,c1_31
ACP2,c1_214
ACP2,c1_5
APOL9A,c1_345
APOL9A,c1_3
APOL9A,c1_15
APOL9A,c1_101
DCLRE1A,c1_17
DCLRE1A,c1_186
DCLRE1A,c1_582
DCLRE1A,c1_4
DCLRE1A,c1_958
LOC691170,c1_187
LOC691170,c1_4
LOC691170,c1_17
MRPS28,c1_401
MRPS28,c1_15
MRPS28,c1_120
MRPS28,c1_3
MRPS28,c1_801
LOC102557137,c1_4
LOC102557137,c1_551
LOC102557137,c1_184
LOC102557137,c1_17
ZMYND15,c1_8
ZMYND15,c1_2
PRR13,c1_5
HECA,c1_608
HECA,c1_188
HECA,c1_17
HECA,c1_4
XXYLT1,c1_17
XXYLT1,c1_4
XXYLT1,c1_918
XXYLT1,c1_184
XXYLT1,c1_548
MAP2K7,c1_101
MAP2K7,c1_3
MAP2K7,c1_15
MAP2K7,c1_346
FKBPL,c1_186
FKBPL,c1_961
FKBPL,c1_1147
FKBPL,c1_584
FKBPL,c1_4
FKBPL,c1_17
FSIP1,c1_1066
FSIP1,c1_660
FSIP1,c1_253
FSIP1,c1_72
FSIP1,c1_2
FSIP1,c1_11
CDH23,c1_15
CDH23,c1_3
DTX2,c1_3
DTX2,c1_123
DTX2,c1_15
AABR07068728.1,c1_411
AABR07068728.1,c1_3
AABR07068728.1,c1_15
AABR07068728.1,c1_125
SCFD1,c1_1129
SCFD1,c1_17
SCFD1,c1_550
SCFD1,c1_184
SCFD1,c1_4
SCFD1,c1_921
LOC100912618,c1_134
LOC100912618,c1_3
LOC100912618,c1_15
PDGFD,c1_15
PDGFD,c1_385
PDGFD,c1_112
PDGFD,c1_3
TMEM230,c1_6
TMEM230,c1_2
AHI1,c1_3
AHI1,c1_15
AHI1,c1_300
AHI1,c1_87
NPFF,c1_455
NPFF,c1_145
NPFF,c1_3
NPFF,c1_15
ARNT2,c1_188
ARNT2,c1_1015
ARNT2,c1_4
ARNT2,c1_17
ARNT2,c1_606
AABR07040864.1,c1_403
AABR07040864.1,c1_15
AABR07040864.1,c1_3
AABR07040864.1,c1_122
PORCN,c1_267
PORCN,c1_14
PORCN,c1_79
PORCN,c1_3
CHD1L,c1_110
CHD1L,c1_15
CHD1L,c1_3
RTFDC1,c1_3
RTFDC1,c1_92
RTFDC1,c1_15
ABCF3,c1_3
ABCF3,c1_102
ABCF3,c1_15
DAZAP1,c1_20
DAZAP1,c1_5
MAX,c1_4
MAX,c1_606
MAX,c1_188
MAX,c1_17
MAX,c1_1015
MAX,c1_1173
DMAP1,c1_17
DMAP1,c1_569
DMAP1,c1_4
DMAP1,c1_950
DMAP1,c1_184
TYMS,c1_637
TYMS,c1_6
TYMS,c1_221
TYMS,c1_40
TYMS,c1_2
RGD1305347,c1_3
RGD1305347,c1_668
RGD1305347,c1_261
RGD1305347,c1_79
RGD1305347,c1_14
ZBTB43,c1_4
ZBTB43,c1_934
ZBTB43,c1_184
ZBTB43,c1_557
ZBTB43,c1_17
TFG,c1_554
TFG,c1_17
TFG,c1_4
TFG,c1_184
ZFP641,c1_3
ZFP641,c1_81
ZFP641,c1_14
ZFP641,c1_277
ZFP84,c1_300
ZFP84,c1_87
ZFP84,c1_3
ZFP84,c1_15
TRAP1,c1_15
TRAP1,c1_3
USP6NL,c1_312
USP6NL,c1_92
USP6NL,c1_15
USP6NL,c1_3
FRG1,c1_72
FRG1,c1_660
FRG1,c1_2
FRG1,c1_253
FRG1,c1_11
KLF8,c1_128
KLF8,c1_421
KLF8,c1_3
KLF8,c1_15
SH2D1A,c1_4
SH2D1A,c1_17
SH2D1A,c1_614
SH2D1A,c1_1040
SH2D1A,c1_188
QPCTL,c1_17
QPCTL,c1_184
QPCTL,c1_560
QPCTL,c1_4
ARSB,c1_3
ARSB,c1_431
ARSB,c1_15
ARSB,c1_135
ARSB,c1_829
ZNHIT6,c1_174
ZNHIT6,c1_4
ZNHIT6,c1_16
ZNHIT6,c1_519
TLE6,c1_6
TLE6,c1_2
SF3A3,c1_15
SF3A3,c1_121
SF3A3,c1_3
NEDD9,c1_4
NEDD9,c1_17
NEDD9,c1_997
NEDD9,c1_187
NEDD9,c1_598
B3GALT6,c1_3
B3GALT6,c1_756
B3GALT6,c1_358
B3GALT6,c1_104
B3GALT6,c1_15
B3GALT6,c1_1091
SDCCAG8,c1_188
SDCCAG8,c1_1018
SDCCAG8,c1_607
SDCCAG8,c1_4
SDCCAG8,c1_17
RAD50,c1_3
RAD50,c1_15
RAD50,c1_133
AABR07006258.2,c1_126
AABR07006258.2,c1_15
AABR07006258.2,c1_415
AABR07006258.2,c1_3
AABR07006258.2,c1_819
PDSS1,c1_3
PDSS1,c1_170
PDSS1,c1_15
ZIM1,c1_2
ZIM1,c1_10
ZIM1,c1_69
URB2,c1_557
URB2,c1_934
URB2,c1_4
URB2,c1_17
URB2,c1_184
AKR1C14,c1_9
AKR1C14,c1_2
AKR1C14,c1_64
CYB5R4,c1_100
CYB5R4,c1_340
CYB5R4,c1_15
CYB5R4,c1_3
RNF6,c1_1066
RNF6,c1_72
RNF6,c1_660
RNF6,c1_253
RNF6,c1_2
RNF6,c1_11
KCNE3,c1_22
KCNE3,c1_199
KCNE3,c1_5
RT1-T24-1,c1_9
RT1-T24-1,c1_65
RT1-T24-1,c1_2
SCARF1,c1_64
SCARF1,c1_9
SCARF1,c1_2
UTP11,c1_5
UTP11,c1_33
ZBTB45,c1_3
ZBTB45,c1_14
ZBTB45,c1_79
AMFR,c1_6
AMFR,c1_223
AMFR,c1_2
AMFR,c1_41
RHOT2,c1_4
RHOT2,c1_172
RHOT2,c1_16
RHOT2,c1_512
RHOT2,c1_873
DNER,c1_4
DNER,c1_184
DNER,c1_17
DNER,c1_572
PHTF1,c1_241
PHTF1,c1_2
PHTF1,c1_8
PHTF1,c1_60
ACOT5,c1_186
ACOT5,c1_961
ACOT5,c1_17
ACOT5,c1_584
ACOT5,c1_4
SSBP1,c1_3
SSBP1,c1_15
SSBP1,c1_498
SSBP1,c1_167
ZBED5,c1_607
ZBED5,c1_188
ZBED5,c1_4
ZBED5,c1_17
MSLNL,c1_15
MSLNL,c1_764
MSLNL,c1_105
MSLNL,c1_3
MSLNL,c1_363
ASB3,c1_15
ASB3,c1_855
ASB3,c1_149
ASB3,c1_464
ASB3,c1_3
AABR07053185.1,c1_188
AABR07053185.1,c1_4
AABR07053185.1,c1_17
AABR07053185.1,c1_627
MRPS26,c1_183
MRPS26,c1_16
MRPS26,c1_4
MRPS26,c1_543
DNAJC24,c1_17
DNAJC24,c1_603
DNAJC24,c1_4
DNAJC24,c1_187
CDK1,c1_90
CDK1,c1_308
CDK1,c1_3
CDK1,c1_15
NEK1,c1_17
NEK1,c1_188
NEK1,c1_607
NEK1,c1_4
RAB5C,c1_11
RAB5C,c1_2
PAOX,c1_3
PAOX,c1_134
PAOX,c1_15
PAOX,c1_430
PROZ,c1_999
PROZ,c1_4
PROZ,c1_1182
PROZ,c1_17
PROZ,c1_187
PROZ,c1_599
PROZ,c1_1169
CCDC8,c1_3
CCDC8,c1_89
CCDC8,c1_307
CCDC8,c1_15
SLC38A5,c1_3
SLC38A5,c1_15
SLC38A5,c1_140
SLC38A5,c1_439
KAT2A,c1_17
KAT2A,c1_605
KAT2A,c1_4
KAT2A,c1_187
AKIP1,c1_6
AKIP1,c1_221
AKIP1,c1_2
AKIP1,c1_40
YPEL1,c1_998
YPEL1,c1_17
YPEL1,c1_4
YPEL1,c1_187
YPEL1,c1_598
LPAR4,c1_15
LPAR4,c1_124
LPAR4,c1_406
LPAR4,c1_3
PITPNB,c1_175
PITPNB,c1_4
PITPNB,c1_16
SMIM10L1,c1_293
SMIM10L1,c1_15
SMIM10L1,c1_86
SMIM10L1,c1_3
RAB23,c1_14
RAB23,c1_3
RAB23,c1_82
SP2,c1_15
SP2,c1_399
SP2,c1_3
SP2,c1_119
TM6SF2,c1_26
TM6SF2,c1_5
TMEM127,c1_803
TMEM127,c1_122
TMEM127,c1_15
TMEM127,c1_3
TMEM127,c1_403
SPPL2A,c1_4
SPPL2A,c1_17
SPPL2A,c1_184
RNF215,c1_293
RNF215,c1_86
RNF215,c1_15
RNF215,c1_3
FANCG,c1_6
FANCG,c1_2
MRPL16,c1_15
MRPL16,c1_128
MRPL16,c1_3
GPSM2,c1_174
GPSM2,c1_519
GPSM2,c1_16
GPSM2,c1_4
COG3,c1_3
COG3,c1_15
COG3,c1_168
PWWP3A,c1_2
PWWP3A,c1_645
PWWP3A,c1_223
PWWP3A,c1_41
PWWP3A,c1_6
PGR,c1_5
ZFP691,c1_17
ZFP691,c1_184
ZFP691,c1_563
ZFP691,c1_4
PTPN9,c1_388
PTPN9,c1_15
PTPN9,c1_3
PTPN9,c1_114
SLC19A3,c1_14
SLC19A3,c1_3
SLC19A3,c1_81
IL15RA,c1_361
IL15RA,c1_15
IL15RA,c1_105
IL15RA,c1_3
GPKOW,c1_15
GPKOW,c1_335
GPKOW,c1_3
GPKOW,c1_99
MRPS9,c1_2
MRPS9,c1_259
MRPS9,c1_77
MRPS9,c1_13
RC3H2,c1_3
RC3H2,c1_93
RC3H2,c1_15
RC3H2,c1_317
ZPBP2,c1_3
ZPBP2,c1_86
ZPBP2,c1_703
ZPBP2,c1_15
ZPBP2,c1_291
ASAP2,c1_618
ASAP2,c1_188
ASAP2,c1_4
ASAP2,c1_1049
ASAP2,c1_17
STOML2,c1_3
STOML2,c1_15
STOML2,c1_95
STOML2,c1_325
TMEM128,c1_550
TMEM128,c1_921
TMEM128,c1_4
TMEM128,c1_184
TMEM128,c1_17
TMEM128,c1_1129
VKORC1,c1_368
VKORC1,c1_106
VKORC1,c1_15
VKORC1,c1_3
YJU2,c1_15
YJU2,c1_3
TRIM67,c1_184
TRIM67,c1_17
TRIM67,c1_4
TRIM67,c1_555
TRIM67,c1_930
KLHL38,c1_15
KLHL38,c1_125
KLHL38,c1_3
KLHL38,c1_411
KLHL38,c1_815
RGD1305464,c1_956
RGD1305464,c1_4
RGD1305464,c1_17
RGD1305464,c1_186
RGD1305464,c1_582
PRR22,c1_4
PRR22,c1_16
PRR22,c1_512
PRR22,c1_172
PRR22,c1_873
SNRPD3,c1_17
SNRPD3,c1_546
SNRPD3,c1_184
SNRPD3,c1_4
SSPO,c1_22
SSPO,c1_198
SSPO,c1_633
SSPO,c1_5
POU2F1,c1_15
POU2F1,c1_157
POU2F1,c1_3
SASS6,c1_1066
SASS6,c1_253
SASS6,c1_72
SASS6,c1_660
SASS6,c1_11
SASS6,c1_2
GCNT1,c1_838
GCNT1,c1_15
GCNT1,c1_447
GCNT1,c1_142
GCNT1,c1_3
WDR5,c1_15
WDR5,c1_3
COL6A1,c1_5
COL6A1,c1_18
UNC50,c1_24
UNC50,c1_5
AABR07064980.1,c1_3
AABR07064980.1,c1_15
AABR07064980.1,c1_720
AABR07064980.1,c1_89
AABR07064980.1,c1_306
ZBTB26,c1_15
ZBTB26,c1_3
ZBTB26,c1_131
TRMT13,c1_29
TRMT13,c1_5
SMCO4,c1_179
SMCO4,c1_4
SMCO4,c1_16
SMCO4,c1_537
METTL4,c1_10
METTL4,c1_2
METTL4,c1_69
METTL4,c1_249
NUDT5,c1_8
NUDT5,c1_53
NUDT5,c1_2
NUDT5,c1_233
PPIF,c1_1129
PPIF,c1_4
PPIF,c1_550
PPIF,c1_17
PPIF,c1_921
PPIF,c1_184
VARS2,c1_208
VARS2,c1_26
VARS2,c1_5
EMP3,c1_9
EMP3,c1_63
EMP3,c1_2
CMPK2,c1_15
CMPK2,c1_3
CMPK2,c1_488
CMPK2,c1_162
C1RL,c1_236
C1RL,c1_2
C1RL,c1_8
C1RL,c1_54
CLN3,c1_4
CLN3,c1_540
CLN3,c1_181
CLN3,c1_16
ZFP775,c1_582
ZFP775,c1_4
ZFP775,c1_959
ZFP775,c1_186
ZFP775,c1_17
ZFP397,c1_4
ZFP397,c1_17
ZFP397,c1_626
ZFP397,c1_188
RFNG,c1_16
RFNG,c1_530
RFNG,c1_177
RFNG,c1_4
RAMP2,c1_5
RAMP2,c1_32
ATP10A,c1_15
ATP10A,c1_3
ATP10A,c1_440
ATP10A,c1_140
SRP19,c1_188
SRP19,c1_17
SRP19,c1_619
SRP19,c1_1052
SRP19,c1_4
COQ8B,c1_173
COQ8B,c1_880
COQ8B,c1_4
COQ8B,c1_16
COQ8B,c1_516
CHFR,c1_188
CHFR,c1_17
CHFR,c1_4
CHFR,c1_611
AMN1,c1_4
AMN1,c1_17
AMN1,c1_184
AMN1,c1_559
XRN2,c1_463
XRN2,c1_15
XRN2,c1_3
XRN2,c1_149
XRN2,c1_852
CFAP20,c1_125
CFAP20,c1_412
CFAP20,c1_15
CFAP20,c1_3
AIM2,c1_936
AIM2,c1_558
AIM2,c1_184
AIM2,c1_4
AIM2,c1_17
TPD52,c1_2
TPD52,c1_666
TPD52,c1_77
TPD52,c1_13
TPD52,c1_259
CCDC97,c1_25
CCDC97,c1_5
APOLD1,c1_17
APOLD1,c1_184
APOLD1,c1_4
JMJD4,c1_2
CCDC158,c1_4
CCDC158,c1_175
CCDC158,c1_16
TRMU,c1_17
TRMU,c1_188
TRMU,c1_4
TRMU,c1_612
TK1,c1_3
TK1,c1_15
TK1,c1_144
TK1,c1_451
RALYL,c1_15
RALYL,c1_143
RALYL,c1_3
FGF5,c1_99
FGF5,c1_15
FGF5,c1_3
FGF5,c1_335
AABR07035428.2,c1_86
AABR07035428.2,c1_15
AABR07035428.2,c1_3
AABR07035428.2,c1_291
GTPBP8,c1_547
GTPBP8,c1_184
GTPBP8,c1_4
GTPBP8,c1_916
GTPBP8,c1_17
AABR07006283.1,c1_63
AABR07006283.1,c1_2
AABR07006283.1,c1_9
AABR07028805.1,c1_24
AABR07028805.1,c1_5
RHBDD3,c1_745
RHBDD3,c1_101
RHBDD3,c1_3
RHBDD3,c1_15
RHBDD3,c1_346
SNRNP48,c1_15
SNRNP48,c1_139
SNRNP48,c1_3
HSPE1,c1_178
HSPE1,c1_16
HSPE1,c1_533
HSPE1,c1_4
PLRG1,c1_4
PLRG1,c1_184
PLRG1,c1_555
PLRG1,c1_17
PLRG1,c1_930
AFG3L1,c1_2
AFG3L1,c1_10
FLT3LG,c1_17
FLT3LG,c1_184
FLT3LG,c1_1129
FLT3LG,c1_4
FLT3LG,c1_921
FLT3LG,c1_550
SHTN1,c1_139
SHTN1,c1_3
SHTN1,c1_15
PDE6D,c1_17
PDE6D,c1_576
PDE6D,c1_4
PDE6D,c1_184
CREB3,c1_187
CREB3,c1_1007
CREB3,c1_17
CREB3,c1_601
CREB3,c1_4
TMPRSS6,c1_2
TMPRSS6,c1_10
TMPRSS6,c1_249
TMPRSS6,c1_69
JCHAIN,c1_187
JCHAIN,c1_603
JCHAIN,c1_1012
JCHAIN,c1_4
JCHAIN,c1_17
KCNJ8,c1_11
KCNJ8,c1_2
KCNJ8,c1_253
KCNJ8,c1_72
LOC680200,c1_25
LOC680200,c1_5
ZFP68,c1_772
ZFP68,c1_15
ZFP68,c1_106
ZFP68,c1_3
ZFP68,c1_367
FNDC8,c1_17
FNDC8,c1_933
FNDC8,c1_4
FNDC8,c1_184
FNDC8,c1_556
AC123494.1,c1_3
AC123494.1,c1_15
AC123494.1,c1_102
AC123494.1,c1_350
AABR07053136.1,c1_79
AABR07053136.1,c1_670
AABR07053136.1,c1_14
AABR07053136.1,c1_262
AABR07053136.1,c1_3
COX4I2,c1_3
COX4I2,c1_15
COX4I2,c1_363
COX4I2,c1_105
COX19,c1_119
COX19,c1_3
COX19,c1_15
RRH,c1_5
RRH,c1_208
RRH,c1_26
RRH,c1_634
RAB3D,c1_124
RAB3D,c1_15
RAB3D,c1_406
RAB3D,c1_3
HSPA1B,c1_3
HSPA1B,c1_112
HSPA1B,c1_15
RTKN2,c1_16
RTKN2,c1_4
RTKN2,c1_502
RTKN2,c1_171
FRMD6,c1_611
FRMD6,c1_188
FRMD6,c1_4
FRMD6,c1_17
MMACHC,c1_2
MMACHC,c1_68
MMACHC,c1_10
MMACHC,c1_246
OTOP3,c1_390
OTOP3,c1_788
OTOP3,c1_3
OTOP3,c1_15
OTOP3,c1_115
COL25A1,c1_3
COL25A1,c1_14
COL25A1,c1_81
COX16,c1_221
COX16,c1_6
COX16,c1_2
COX16,c1_40
KMT5A,c1_1117
KMT5A,c1_867
KMT5A,c1_16
KMT5A,c1_502
KMT5A,c1_4
KMT5A,c1_171
MANEA,c1_6
MANEA,c1_2
MANEA,c1_41
SSR4,c1_250
SSR4,c1_10
SSR4,c1_657
SSR4,c1_2
SSR4,c1_69
NANP,c1_184
NANP,c1_548
NANP,c1_918
NANP,c1_17
NANP,c1_4
POLR3G,c1_174
POLR3G,c1_519
POLR3G,c1_4
POLR3G,c1_16
POLR3G,c1_881
VTI1A,c1_2
VTI1A,c1_10
SUDS3,c1_949
SUDS3,c1_4
SUDS3,c1_569
SUDS3,c1_17
SUDS3,c1_184
CCDC122,c1_15
CCDC122,c1_131
CCDC122,c1_3
NUDT22,c1_982
NUDT22,c1_590
NUDT22,c1_1157
NUDT22,c1_17
NUDT22,c1_186
NUDT22,c1_4
IL18,c1_79
IL18,c1_261
IL18,c1_3
IL18,c1_14
RMDN2,c1_350
RMDN2,c1_3
RMDN2,c1_102
RMDN2,c1_15
RMDN2,c1_749
PCDHGB6,c1_684
PCDHGB6,c1_276
PCDHGB6,c1_3
PCDHGB6,c1_14
PCDHGB6,c1_81
ZFP410,c1_79
ZFP410,c1_14
ZFP410,c1_3
MZT2B,c1_15
MZT2B,c1_3
MZT2B,c1_133
NUDT21,c1_3
NUDT21,c1_121
NUDT21,c1_15
ICOSLG,c1_3
ICOSLG,c1_414
ICOSLG,c1_15
ICOSLG,c1_126
RPS10,c1_141
RPS10,c1_443
RPS10,c1_3
RPS10,c1_15
RLF,c1_17
RLF,c1_994
RLF,c1_4
RLF,c1_187
RLF,c1_598
ING3,c1_17
ING3,c1_565
ING3,c1_4
ING3,c1_184
LOC100910771,c1_1147
LOC100910771,c1_4
LOC100910771,c1_584
LOC100910771,c1_186
LOC100910771,c1_961
LOC100910771,c1_17
LOC100125364,c1_3
LOC100125364,c1_14
LOC100125364,c1_82
PTGER2,c1_4
PTGER2,c1_17
PTGER2,c1_188
PTGER2,c1_620
NEWGENE_1582771,c1_85
NEWGENE_1582771,c1_3
NEWGENE_1582771,c1_15
TRAPPC4,c1_16
TRAPPC4,c1_4
TRAPPC4,c1_539
